id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
4671,40,65004,RENT,0,MEDICAL,4800,11.28,0.08,Y,11,0,4800
6549,40,69600,OWN,12,VENTURE,4800,7.29,0.07,N,16,0,4800
11609,40,30000,OWN,3,HOMEIMPROVEMENT,4800,7.29,0.16,N,13,0,4800
53479,40,105000,MORTGAGE,11,MEDICAL,4800,10.59,0.05,N,17,0,4800
53579,40,70000,RENT,12,VENTURE,4500,5.79,0.06,N,15,0,4500
15125,40,75000,MORTGAGE,2,EDUCATION,4400,6.99,0.06,N,12,0,4400
147,40,63000,MORTGAGE,3,EDUCATION,4000,6.92,0.06,N,13,0,4000
11289,40,30000,RENT,0,EDUCATION,4000,11.83,0.13,N,12,0,4000
30322,40,42000,RENT,0,EDUCATION,4000,14.65,0.1,N,16,0,4000
32255,40,50000,RENT,2,PERSONAL,4000,13.47,0.08,Y,17,0,4000
35764,40,54000,MORTGAGE,2,PERSONAL,4000,12.42,0.07,N,12,0,4000
37010,40,65000,MORTGAGE,2,EDUCATION,4000,10.99,0.06,N,11,0,4000
54204,40,50000,RENT,1,DEBTCONSOLIDATION,4000,14.27,0.08,Y,17,0,4000
56231,40,36000,RENT,2,EDUCATION,4000,14.26,0.11,Y,12,0,4000
2199,40,60000,RENT,2,EDUCATION,3600,7.66,0.06,N,12,0,3600
41931,40,60000,RENT,3,EDUCATION,3600,16.89,0.06,N,17,0,3600
50317,40,20000,RENT,4,VENTURE,3600,13.11,0.17,Y,11,0,3600
19233,40,55182,RENT,0,VENTURE,3500,6.99,0.06,N,12,0,3500
21744,40,35000,RENT,1,MEDICAL,3500,14.27,0.1,Y,16,0,3500
26134,40,68000,MORTGAGE,4,HOMEIMPROVEMENT,3500,5.42,0.05,N,14,0,3500
33350,40,48000,MORTGAGE,18,VENTURE,3500,11.99,0.07,N,14,0,3500
52416,40,74400,MORTGAGE,0,MEDICAL,3500,7.29,0.05,N,14,0,3500
17120,40,35820,RENT,0,PERSONAL,3275,8.88,0.09,N,6,0,3275
50013,40,50000,MORTGAGE,3,HOMEIMPROVEMENT,3250,10.37,0.07,N,17,0,3250
12161,40,65000,MORTGAGE,1,HOMEIMPROVEMENT,3100,7.29,0.05,N,16,0,3100
11193,40,50000,MORTGAGE,0,HOMEIMPROVEMENT,3000,6.03,0.06,N,17,0,3000
16699,40,27600,OWN,16,VENTURE,3000,14.27,0.11,N,17,0,3000
25122,40,60000,MORTGAGE,7,MEDICAL,3000,7.74,0.05,N,13,0,3000
27015,40,48000,RENT,15,PERSONAL,3000,11.78,0.06,Y,17,0,3000
31940,40,77500,RENT,3,EDUCATION,3000,14.72,0.04,Y,16,0,3000
32913,40,50000,MORTGAGE,6,HOMEIMPROVEMENT,3000,5.42,0.06,N,11,0,3000
33919,40,50000,RENT,3,MEDICAL,3000,12.53,0.06,N,16,0,3000
35238,40,50000,RENT,1,MEDICAL,3000,9.99,0.06,N,15,0,3000
37126,40,60000,MORTGAGE,12,HOMEIMPROVEMENT,3000,10,0.05,N,14,0,3000
37229,40,60000,MORTGAGE,0,HOMEIMPROVEMENT,3000,7.68,0.05,N,15,0,3000
37636,40,43000,RENT,1,MEDICAL,3000,9.99,0.07,N,15,0,3000
44849,40,90000,MORTGAGE,4,DEBTCONSOLIDATION,3000,12.53,0.03,N,17,0,3000
49183,40,19200,RENT,4,DEBTCONSOLIDATION,3000,12.99,0.16,Y,15,0,3000
50262,40,38000,MORTGAGE,2,MEDICAL,3000,6.39,0.08,N,14,0,3000
55430,40,50000,MORTGAGE,2,HOMEIMPROVEMENT,3000,7.29,0.06,N,13,0,3000
5415,40,28800,RENT,2,PERSONAL,2800,7.88,0.1,N,14,0,2800
1101,40,60000,RENT,2,VENTURE,2500,11.49,0.04,N,14,0,2500
4849,40,25000,RENT,2,PERSONAL,2500,11.71,0.1,N,13,0,2500
19900,40,42000,MORTGAGE,18,VENTURE,2500,9.99,0.06,N,14,0,2500
20736,40,60000,MORTGAGE,5,PERSONAL,2500,7.49,0.04,N,11,0,2500
51764,40,60000,RENT,2,MEDICAL,2500,11.48,0.04,N,13,0,2500
48215,40,16800,RENT,0,VENTURE,2450,8.94,0.15,N,14,0,2450
3964,40,62496,RENT,0,EDUCATION,2400,12.53,0.04,Y,14,0,2400
20563,40,49500,RENT,0,PERSONAL,2400,14.27,0.05,Y,13,0,2400
4710,40,30000,RENT,4,MEDICAL,2000,7.9,0.07,N,13,0,2000
5315,40,34800,RENT,6,MEDICAL,2000,9.99,0.06,N,16,0,2000
13026,40,50000,MORTGAGE,5,HOMEIMPROVEMENT,2000,8.49,0.04,N,11,0,2000
17184,40,42000,RENT,2,PERSONAL,2000,12.99,0.05,Y,14,0,2000
20102,40,14400,RENT,0,VENTURE,2000,10.37,0.14,N,11,0,2000
20141,40,62400,RENT,4,MEDICAL,2000,13.8,0.03,Y,16,0,2000
31947,40,77000,MORTGAGE,2,PERSONAL,2000,10.75,0.03,N,12,0,2000
32964,40,42000,OWN,21,MEDICAL,2000,11.36,0.05,N,15,0,2000
34007,40,350000,OWN,16,PERSONAL,2000,11.49,0.06,N,13,0,2000
47853,40,60000,RENT,1,EDUCATION,2000,11.49,0.03,N,14,0,2000
50898,40,24449,OWN,2,EDUCATION,2000,12.84,0.08,Y,12,0,2000
3746,40,75000,RENT,2,HOMEIMPROVEMENT,1800,11.12,0.02,N,17,0,1800
7775,40,48000,MORTGAGE,0,DEBTCONSOLIDATION,1500,7.68,0.03,N,17,0,1500
10229,40,18700,RENT,2,MEDICAL,1500,12.87,0.08,Y,15,0,1500
28307,40,36900,RENT,0,EDUCATION,1500,10.65,0.04,N,13,0,1500
32699,40,45000,MORTGAGE,2,EDUCATION,1500,7.4,0.03,N,14,0,1500
49540,40,77367,MORTGAGE,11,EDUCATION,1500,6.17,0.02,N,17,0,1500
52650,40,50000,RENT,0,DEBTCONSOLIDATION,1500,11.71,0.03,N,16,0,1500
53964,40,14400,RENT,3,VENTURE,1500,7.29,0.1,N,14,0,1500
17023,40,42000,OWN,8,MEDICAL,1200,7.29,0.03,N,14,0,1200
20799,40,29000,RENT,0,EDUCATION,1000,8,0.03,N,12,0,1000
40933,40,38000,RENT,1,EDUCATION,1000,10.95,0.03,N,11,0,1000
49779,40,68000,MORTGAGE,5,EDUCATION,1000,8,0.01,N,13,0,1000
55134,40,85000,MORTGAGE,18,VENTURE,1000,10.36,0.01,N,17,0,1000
57118,40,28800,RENT,2,PERSONAL,1000,10.65,0.03,N,14,0,1000
9688,20,127000,MORTGAGE,2,DEBTCONSOLIDATION,24250,15.31,0.19,N,4,1,0
11976,20,95950,RENT,2,EDUCATION,28250,14.54,0.27,N,4,1,0
22043,20,59000,RENT,1,PERSONAL,16800,12.42,0.29,N,2,1,0
114,21,30000,RENT,5,HOMEIMPROVEMENT,6500,14.27,0.22,N,4,1,0
126,21,31000,RENT,5,EDUCATION,10000,11.49,0.32,N,2,1,0
508,21,30000,RENT,0,DEBTCONSOLIDATION,8500,19.04,0.27,Y,2,1,0
991,21,37000,RENT,2,MEDICAL,14000,12.61,0.38,N,3,1,0
1317,21,30000,MORTGAGE,2,MEDICAL,5000,15.7,0.17,N,3,1,0
1389,21,15600,RENT,0,DEBTCONSOLIDATION,5000,10.99,0.32,N,3,1,0
1611,21,33996,RENT,5,MEDICAL,15000,14.96,0.44,,2,1,0
1950,21,28000,MORTGAGE,5,DEBTCONSOLIDATION,6000,15.62,0.21,Y,2,1,0
2133,21,36588,RENT,5,DEBTCONSOLIDATION,1000,14.61,0.03,Y,4,1,0
2152,21,34800,RENT,0,VENTURE,9600,17.27,0.28,Y,3,1,0
2331,21,44000,RENT,4,DEBTCONSOLIDATION,12000,12.86,0.27,N,4,1,0
2447,21,29000,RENT,2,PERSONAL,6000,15.62,0.21,N,2,1,0
2451,21,90000,RENT,5,HOMEIMPROVEMENT,7200,12.69,0.08,N,2,1,0
2511,21,30000,RENT,5,EDUCATION,13250,11.49,0.44,N,2,1,0
2537,21,34000,MORTGAGE,3,HOMEIMPROVEMENT,12000,13.79,0.36,N,2,1,0
2995,21,24000,OWN,0,HOMEIMPROVEMENT,6100,13.35,0.26,Y,2,1,0
3036,21,52000,RENT,2,PERSONAL,18500,15.33,0.36,N,4,1,0
3067,21,38004,RENT,5,EDUCATION,3000,10.75,0.08,N,2,1,0
3331,21,34000,MORTGAGE,5,HOMEIMPROVEMENT,6000,12.69,0.18,N,2,1,0
3460,21,59000,RENT,5,HOMEIMPROVEMENT,6000,11.89,0.1,N,2,1,0
3696,21,70553,RENT,5,VENTURE,10000,13.49,0.14,N,4,1,0
3707,21,30000,RENT,1,EDUCATION,12000,12.53,0.4,Y,4,1,0
3782,21,67000,RENT,5,MEDICAL,25000,10.25,0.37,N,2,1,0
3879,21,35000,RENT,1,EDUCATION,15000,11.83,0.43,N,2,1,0
4027,21,35400,RENT,3,EDUCATION,13250,16.89,0.38,N,3,1,0
4154,21,34000,RENT,5,EDUCATION,10000,11.71,0.29,N,4,1,0
4616,21,30000,RENT,0,MEDICAL,1500,15.62,0.05,N,2,1,0
4806,21,88000,RENT,3,HOMEIMPROVEMENT,17600,16.35,0.19,N,2,1,0
5495,21,30000,RENT,3,PERSONAL,6000,12.42,0.2,N,2,1,0
5857,21,32000,RENT,2,DEBTCONSOLIDATION,1000,16.45,0.03,N,4,1,0
5899,21,42000,MORTGAGE,4,VENTURE,5200,17.27,0.12,Y,2,1,0
5914,21,36000,RENT,5,DEBTCONSOLIDATION,10400,14.84,0.3,Y,2,1,0
6241,21,25200,RENT,0,PERSONAL,9600,8.94,0.39,N,4,1,0
6865,21,49000,RENT,2,MEDICAL,6000,15.31,0.12,Y,4,1,0
7104,21,29004,RENT,0,PERSONAL,5000,17.49,0.17,Y,3,1,0
7110,21,24000,RENT,0,EDUCATION,1000,14.72,0.04,Y,2,1,0
7140,21,34000,RENT,2,PERSONAL,7500,14.59,0.23,N,3,1,0
7412,21,70000,RENT,5,EDUCATION,23000,14.54,0.34,Y,4,1,0
7418,21,32000,RENT,6,DEBTCONSOLIDATION,15000,7.9,0.47,N,2,1,0
7650,21,36000,RENT,6,MEDICAL,12000,7.88,0.33,N,3,1,0
7791,21,24996,RENT,0,DEBTCONSOLIDATION,5000,10.99,0.2,N,4,1,0
8077,21,24000,RENT,2,MEDICAL,3000,11.49,0.13,N,3,1,0
8273,21,29000,RENT,6,MEDICAL,5000,6.62,0.17,N,3,1,0
8625,21,45000,RENT,1,DEBTCONSOLIDATION,15000,9.25,0.33,N,2,1,0
9284,21,49000,MORTGAGE,5,VENTURE,7500,14.96,0.15,Y,4,1,0
9537,21,78000,RENT,5,DEBTCONSOLIDATION,25000,12.53,0.32,N,3,1,0
9633,21,22992,RENT,3,EDUCATION,5000,13.57,0.22,N,2,1,0
9794,21,24000,RENT,4,PERSONAL,9600,14.27,0.4,N,4,1,0
10024,21,27600,RENT,4,DEBTCONSOLIDATION,7500,13.06,0.27,Y,3,1,0
10040,21,71711,MORTGAGE,5,EDUCATION,10000,10.65,0.14,N,4,1,0
10452,21,19000,RENT,3,MEDICAL,5000,12.87,0.26,Y,4,1,0
10583,21,54000,RENT,2,EDUCATION,5000,13.17,0.09,N,4,1,0
10587,21,34000,RENT,2,VENTURE,12250,14.72,0.36,Y,3,1,0
10729,21,14400,RENT,2,PERSONAL,4000,10.99,0.26,N,4,1,0
10746,21,35000,RENT,5,EDUCATION,12000,11.71,0.34,N,2,1,0
10831,21,42000,MORTGAGE,5,PERSONAL,3000,15.57,0.07,Y,3,1,0
11231,21,28800,RENT,2,DEBTCONSOLIDATION,2800,16.77,0.1,Y,3,1,0
11310,21,42000,RENT,5,HOMEIMPROVEMENT,1000,13.49,0.02,Y,2,1,0
11573,21,30000,RENT,6,DEBTCONSOLIDATION,8000,11.71,0.27,N,2,1,0
11999,21,158004,RENT,2,HOMEIMPROVEMENT,5000,14.84,0.32,Y,3,1,0
12247,21,24000,RENT,0,HOMEIMPROVEMENT,7000,14.96,0.29,Y,2,1,0
12335,21,32400,RENT,1,HOMEIMPROVEMENT,9200,12.69,0.28,N,3,1,0
12337,21,33996,RENT,2,MEDICAL,5000,14.96,0.14,N,2,1,0
12613,21,29000,MORTGAGE,0,VENTURE,2400,12.53,0.09,N,2,1,0
12663,21,25200,RENT,5,HOMEIMPROVEMENT,7000,13.48,0.28,N,2,1,0
12893,21,34000,RENT,0,DEBTCONSOLIDATION,10000,6.54,0.29,N,3,1,0
12897,21,30000,RENT,2,DEBTCONSOLIDATION,12000,13.72,0.4,Y,4,1,0
13269,21,33996,RENT,0,PERSONAL,10000,15.31,0.29,Y,3,1,0
13390,21,38000,RENT,5,EDUCATION,12500,9.91,0.34,N,2,1,0
13554,21,44000,RENT,5,MEDICAL,15000,13.11,0.34,Y,3,1,0
13709,21,50000,RENT,2,EDUCATION,18000,10.62,0.36,N,2,1,0
13903,21,49000,RENT,5,HOMEIMPROVEMENT,3000,16.49,0.06,N,3,1,0
13956,21,28800,RENT,2,MEDICAL,12250,13.16,0.4,Y,3,1,0
14797,21,30992,RENT,3,PERSONAL,8400,14.72,0.26,Y,3,1,0
14875,21,55000,RENT,0,MEDICAL,6400,13.24,0.12,N,2,1,0
15163,21,60000,MORTGAGE,5,DEBTCONSOLIDATION,10000,16.89,0.17,N,2,1,0
15199,21,34000,RENT,2,VENTURE,4500,17.27,0.13,N,3,1,0
15230,21,32400,MORTGAGE,5,HOMEIMPROVEMENT,2500,14.72,0.08,Y,3,1,0
15672,21,30000,MORTGAGE,5,DEBTCONSOLIDATION,2000,14.26,0.07,Y,2,1,0
15865,21,33012,RENT,5,MEDICAL,12200,10.99,0.37,N,4,1,0
16120,21,91800,MORTGAGE,5,EDUCATION,25000,16.77,0.23,Y,3,1,0
16466,21,30000,RENT,5,PERSONAL,10800,9.63,0.35,N,2,1,0
16563,21,30000,RENT,4,VENTURE,14000,11.26,0.47,N,2,1,0
17204,21,32400,RENT,4,MEDICAL,11000,13.23,0.34,N,3,1,0
17320,21,19000,RENT,2,PERSONAL,3500,14.74,0.18,N,2,1,0
17895,21,19000,RENT,0,DEBTCONSOLIDATION,7150,13.85,0.39,Y,4,1,0
17911,21,34000,RENT,2,PERSONAL,5000,14.96,0.15,N,4,1,0
17921,21,39000,RENT,1,MEDICAL,14000,10.75,0.35,N,2,1,0
17931,21,59000,RENT,5,EDUCATION,21500,6.91,0.36,N,3,1,0
18168,21,32000,RENT,5,DEBTCONSOLIDATION,1200,10.99,0.04,N,4,1,0
18443,21,54000,RENT,5,HOMEIMPROVEMENT,9600,15.62,0.18,N,4,1,0
18478,21,48996,MORTGAGE,5,HOMEIMPROVEMENT,15000,10.75,0.31,N,2,1,0
18531,21,54000,MORTGAGE,5,EDUCATION,8000,16.77,0.15,N,2,1,0
18933,21,28000,RENT,2,HOMEIMPROVEMENT,3000,15.62,0.11,N,2,1,0
18993,21,54000,RENT,5,PERSONAL,6000,7.51,0.11,N,4,1,0
19362,21,29000,RENT,5,DEBTCONSOLIDATION,8000,12.84,0.28,N,4,1,0
19577,21,25000,RENT,5,MEDICAL,8500,7.9,0.34,N,3,1,0
19828,21,27600,RENT,1,PERSONAL,9600,10.62,0.36,N,3,1,0
20129,21,25000,RENT,5,MEDICAL,7500,13.16,0.3,Y,3,1,0
20336,21,58650,RENT,5,MEDICAL,5000,10.59,0.07,N,4,1,0
20455,21,25000,RENT,0,VENTURE,11100,13.47,0.44,N,3,1,0
20606,21,37000,RENT,1,VENTURE,5000,17.04,0.14,Y,3,1,0
20837,21,32000,RENT,6,EDUCATION,12000,10.99,0.38,N,2,1,0
21909,21,17000,RENT,0,PERSONAL,4200,16,0.26,N,2,1,0
21999,21,55000,RENT,0,HOMEIMPROVEMENT,10800,15.2,0.2,N,4,1,0
22154,21,30000,RENT,2,EDUCATION,10000,7.51,0.33,N,3,1,0
22387,21,30000,RENT,1,DEBTCONSOLIDATION,6000,11.71,0.2,N,2,1,0
23208,21,31200,RENT,0,DEBTCONSOLIDATION,8000,16,0.26,Y,2,1,0
23319,21,28200,RENT,2,PERSONAL,2500,15.58,0.09,N,4,1,0
23528,21,38604,RENT,0,PERSONAL,10500,10.36,0.27,N,3,1,0
23542,21,40000,RENT,1,HOMEIMPROVEMENT,20000,15.45,0.5,Y,2,1,0
23606,21,40000,RENT,5,VENTURE,14000,6.91,0.35,N,4,1,0
23627,21,52000,RENT,2,MEDICAL,18000,13.85,0.35,Y,2,1,0
23644,21,60000,RENT,5,DEBTCONSOLIDATION,20000,11.83,0.33,N,2,1,0
24140,21,56000,RENT,5,VENTURE,20000,12.61,0.36,N,3,1,0
24154,21,38400,RENT,5,EDUCATION,15000,11.99,0.39,N,2,1,0
24420,21,62400,RENT,0,EDUCATION,4000,14.61,0.06,Y,4,1,0
24513,21,34404,RENT,2,DEBTCONSOLIDATION,4000,15.33,0.12,Y,4,1,0
24617,21,31000,RENT,2,PERSONAL,5000,10.99,0.16,N,4,1,0
24794,21,25000,RENT,0,HOMEIMPROVEMENT,7000,12.69,0.28,N,2,1,0
25063,21,153000,MORTGAGE,1,DEBTCONSOLIDATION,1825,15.62,0.01,N,4,1,0
25111,21,29000,RENT,1,DEBTCONSOLIDATION,11200,12.42,0.4,N,4,1,0
25210,21,45150,RENT,5,EDUCATION,17000,14.18,0.36,N,2,1,0
25447,21,30000,RENT,2,VENTURE,5000,12.18,0.17,N,2,1,0
25784,21,24996,RENT,2,MEDICAL,5000,14.09,0.2,N,3,1,0
25848,21,38000,RENT,6,DEBTCONSOLIDATION,11750,15.95,0.29,Y,2,1,0
26055,21,40000,RENT,5,EDUCATION,15000,12.99,0.38,Y,3,1,0
26259,21,36000,RENT,2,PERSONAL,15000,10.25,0.42,N,4,1,0
26477,21,42000,RENT,3,MEDICAL,14000,11.83,0.32,N,3,1,0
26739,21,78000,MORTGAGE,4,HOMEIMPROVEMENT,12000,13.48,0.15,N,2,1,0
27080,21,30000,RENT,1,VENTURE,12250,6.54,0.41,N,3,1,0
27664,21,66300,RENT,0,MEDICAL,24250,15.7,0.31,N,4,1,0
27685,21,36000,RENT,0,DEBTCONSOLIDATION,10000,12.84,0.27,N,2,1,0
27687,21,33276,RENT,2,DEBTCONSOLIDATION,10000,18.3,0.3,Y,4,1,0
27706,21,30000,MORTGAGE,5,PERSONAL,8000,5.42,0.27,N,4,1,0
27852,21,14400,RENT,2,PERSONAL,2700,11.86,0.19,N,3,1,0
28027,21,38000,RENT,5,EDUCATION,12000,10.99,0.31,N,2,1,0
28115,21,30000,RENT,2,VENTURE,15000,16.7,0.5,Y,2,1,0
28218,21,33996,RENT,5,EDUCATION,5000,13.98,0.15,N,2,1,0
28637,21,24000,RENT,5,PERSONAL,5000,10.62,0.21,N,2,1,0
29236,21,30000,RENT,3,VENTURE,10000,16.77,0.33,N,3,1,0
29329,21,18000,RENT,2,DEBTCONSOLIDATION,3000,11.71,0.17,N,4,1,0
29337,21,18000,RENT,1,EDUCATION,2000,15.7,0.11,Y,4,1,0
29434,21,30000,RENT,1,EDUCATION,14500,13.72,0.48,N,2,1,0
29461,21,41000,RENT,0,EDUCATION,11000,15.31,0.26,Y,2,1,0
29539,21,15120,RENT,0,EDUCATION,2500,13.48,0.16,N,3,1,0
30280,21,33996,RENT,0,MEDICAL,7500,15.05,0.23,N,2,1,0
30659,21,39000,RENT,1,HOMEIMPROVEMENT,5600,14.96,0.14,Y,3,1,0
30723,21,34000,RENT,2,VENTURE,5100,11.71,0.15,N,3,1,0
30755,21,26400,RENT,3,EDUCATION,10000,11.71,0.38,N,4,1,0
30947,21,42000,RENT,2,HOMEIMPROVEMENT,9600,14.59,0.23,N,2,1,0
30974,21,30000,RENT,1,PERSONAL,10000,13.24,0.33,Y,4,1,0
31010,21,34000,MORTGAGE,5,MEDICAL,5000,11.49,0.15,N,3,1,0
31018,21,32000,RENT,0,VENTURE,8000,14.11,0.25,Y,4,1,0
31101,21,48000,RENT,2,VENTURE,15000,8.32,0.31,N,4,1,0
31208,21,26400,RENT,0,DEBTCONSOLIDATION,6000,9.76,0.23,N,3,1,0
31210,21,30000,RENT,5,PERSONAL,10000,7.51,0.33,N,2,1,0
31219,21,44000,RENT,6,PERSONAL,13000,15.7,0.3,N,4,1,0
31311,21,56000,MORTGAGE,5,MEDICAL,15000,15.31,0.27,Y,2,1,0
31572,21,25000,RENT,4,PERSONAL,8800,9.91,0.35,N,4,1,0
32108,21,49110,RENT,5,PERSONAL,6000,15.96,0.12,N,3,1,0
32246,21,25000,RENT,5,PERSONAL,8500,10.65,0.34,N,3,1,0
32393,21,88000,MORTGAGE,2,PERSONAL,10000,8.94,0.11,N,2,1,0
32426,21,30000,RENT,4,MEDICAL,10000,13.49,0.33,N,4,1,0
32436,21,60000,RENT,5,EDUCATION,24000,11.49,0.4,N,3,1,0
32651,21,39600,MORTGAGE,5,MEDICAL,9000,15.99,0.23,Y,4,1,0
32782,21,18000,RENT,1,PERSONAL,6700,11.46,0.37,N,4,1,0
32787,21,24000,RENT,2,DEBTCONSOLIDATION,10000,17.27,0.42,Y,3,1,0
32995,21,41000,RENT,5,MEDICAL,12000,14.22,0.29,N,2,1,0
33285,21,45996,RENT,5,MEDICAL,2500,13.16,0.05,Y,2,1,0
33642,21,26400,RENT,2,HOMEIMPROVEMENT,5000,15.13,0.19,N,2,1,0
33679,21,78996,RENT,0,HOMEIMPROVEMENT,10000,6.17,0.12,N,3,1,0
33929,21,46000,MORTGAGE,3,PERSONAL,2500,11.48,0.05,N,2,1,0
34062,21,51000,RENT,5,EDUCATION,17000,7.9,0.33,N,4,1,0
34306,21,25000,RENT,1,EDUCATION,10000,5.99,0.4,N,4,1,0
34682,21,32400,RENT,2,EDUCATION,7750,14.96,0.23,Y,2,1,0
34857,21,44004,RENT,1,VENTURE,10000,17.49,0.23,Y,4,1,0
34994,21,50160,RENT,5,PERSONAL,3000,15.62,0.06,Y,4,1,0
35465,21,52000,MORTGAGE,5,PERSONAL,18000,13.48,0.35,N,2,1,0
35528,21,30000,RENT,2,MEDICAL,4200,11.36,0.14,N,4,1,0
35538,21,44000,RENT,4,EDUCATION,16000,10.99,0.36,N,3,1,0
35683,21,26785,RENT,6,PERSONAL,11000,13.98,0.41,Y,2,1,0
35697,21,30000,RENT,5,MEDICAL,8000,12.84,0.27,N,3,1,0
36109,21,32000,RENT,2,PERSONAL,11000,13.57,0.34,N,4,1,0
36209,21,61455,MORTGAGE,3,MEDICAL,9600,15.58,0.14,N,4,1,0
36439,21,32000,RENT,6,PERSONAL,10000,11.14,0.31,N,4,1,0
36536,21,14400,RENT,0,MEDICAL,2800,13.11,0.2,Y,3,1,0
36554,21,24000,RENT,0,EDUCATION,8000,13.23,0.33,N,3,1,0
36750,21,29000,RENT,0,EDUCATION,8000,18.25,0.28,N,2,1,0
36832,21,36000,RENT,5,VENTURE,12000,12.61,0.35,Y,4,1,0
37121,21,29000,MORTGAGE,0,MEDICAL,10000,11.49,0.34,N,3,1,0
37202,21,12000,RENT,0,HOMEIMPROVEMENT,3000,10.99,0.25,N,2,1,0
37427,21,26000,RENT,2,HOMEIMPROVEMENT,3000,6.91,0.12,N,2,1,0
37621,21,19200,RENT,4,MEDICAL,4000,16.49,0.21,Y,2,1,0
37632,21,34368,RENT,3,DEBTCONSOLIDATION,12000,9.91,0.35,N,4,1,0
37659,21,30000,RENT,1,HOMEIMPROVEMENT,3000,15.62,0.1,N,2,1,0
38098,21,12000,RENT,2,PERSONAL,4000,10.99,0.33,N,2,1,0
38218,21,34000,RENT,5,HOMEIMPROVEMENT,1200,9.91,0.04,N,3,1,0
38233,21,118000,MORTGAGE,6,VENTURE,19550,15.62,0.17,Y,4,1,0
38411,21,33996,RENT,0,VENTURE,5000,12.53,0.15,Y,2,1,0
38437,21,28000,RENT,0,DEBTCONSOLIDATION,7000,13.99,0.26,N,3,1,0
38458,21,49000,RENT,5,MEDICAL,5000,14.96,0.1,Y,4,1,0
38660,21,30000,RENT,0,MEDICAL,14000,11.26,0.47,N,2,1,0
38781,21,37000,RENT,0,MEDICAL,4000,17.27,0.11,N,4,1,0
39012,21,42000,RENT,1,EDUCATION,4800,14.09,0.11,N,2,1,0
39160,21,15600,RENT,2,PERSONAL,3600,11.66,0.21,Y,2,1,0
39326,21,44000,RENT,2,EDUCATION,18000,16.89,0.41,N,4,1,0
39519,21,52800,MORTGAGE,5,DEBTCONSOLIDATION,15000,11.86,0.29,N,2,1,0
39619,21,15996,RENT,3,DEBTCONSOLIDATION,4000,15.37,0.25,Y,4,1,0
39812,21,44000,RENT,5,HOMEIMPROVEMENT,4000,13.43,0.09,Y,2,1,0
39946,21,24000,RENT,0,HOMEIMPROVEMENT,1500,14.96,0.06,Y,3,1,0
40091,21,69000,MORTGAGE,5,HOMEIMPROVEMENT,8000,17.58,0.11,N,2,1,0
40151,21,72000,RENT,4,VENTURE,24000,10.99,0.33,N,3,1,0
40234,21,35000,RENT,5,MEDICAL,15000,7.9,0.43,N,2,1,0
40517,21,36000,MORTGAGE,0,MEDICAL,7000,8,0.18,N,3,1,0
40984,21,24000,OWN,2,PERSONAL,7200,12.87,0.31,N,2,1,0
40998,21,12000,RENT,1,DEBTCONSOLIDATION,2400,11.49,0.2,N,4,1,0
41136,21,32000,RENT,3,EDUCATION,2000,16.49,0.06,N,4,1,0
41200,21,36000,RENT,4,MEDICAL,12250,11.26,0.34,N,4,1,0
41506,21,15000,RENT,1,DEBTCONSOLIDATION,6000,13.57,0.4,N,2,1,0
41527,21,57000,MORTGAGE,6,MEDICAL,8000,14.96,0.14,N,3,1,0
41791,21,30988,RENT,0,PERSONAL,2400,16.29,0.08,Y,3,1,0
41828,21,34000,RENT,0,EDUCATION,5500,16.7,0.16,N,3,1,0
42148,21,26400,RENT,2,DEBTCONSOLIDATION,5000,12.84,0.19,Y,3,1,0
42477,21,32000,RENT,3,MEDICAL,5000,15.7,0.16,Y,3,1,0
42669,21,83004,MORTGAGE,0,DEBTCONSOLIDATION,10000,15.28,0.12,N,4,1,0
42701,21,45000,RENT,4,PERSONAL,15000,7.49,0.33,N,2,1,0
43177,21,48504,RENT,0,MEDICAL,15000,14.26,0.31,N,2,1,0
43335,21,29000,RENT,5,MEDICAL,9200,10.62,0.32,N,3,1,0
43380,21,18000,RENT,1,MEDICAL,3000,13.61,0.17,N,2,1,0
43410,21,33000,RENT,0,PERSONAL,14500,10.74,0.44,N,2,1,0
43505,21,30000,RENT,2,DEBTCONSOLIDATION,13000,12.53,0.46,N,3,1,0
43673,21,40000,RENT,3,PERSONAL,13250,9.99,0.33,N,2,1,0
43851,21,36000,RENT,5,EDUCATION,15000,6.62,0.42,N,2,1,0
43879,21,42000,RENT,2,EDUCATION,1000,7.51,0.02,N,4,1,0
44276,21,52020,MORTGAGE,0,MEDICAL,15000,12.84,0.25,Y,3,1,0
44403,21,38000,RENT,5,MEDICAL,15000,8.88,0.39,N,3,1,0
44438,21,29000,RENT,0,HOMEIMPROVEMENT,4000,9.96,0.14,N,4,1,0
44862,21,78200,MORTGAGE,5,VENTURE,7500,16.02,0.09,N,2,1,0
44894,21,34000,RENT,5,VENTURE,8500,16.89,0.25,Y,3,1,0
45343,21,32000,MORTGAGE,4,MEDICAL,7000,15.62,0.22,N,4,1,0
45412,21,44000,RENT,5,EDUCATION,20000,11.36,0.45,N,4,1,0
45440,21,25200,RENT,5,MEDICAL,4000,16.49,0.16,Y,2,1,0
45559,21,15600,RENT,0,HOMEIMPROVEMENT,5000,14.46,0.31,N,4,1,0
45607,21,42000,MORTGAGE,5,EDUCATION,8000,11.86,0.19,N,3,1,0
